,rating,attitude,positve phrase,negative phrase,positive tags,negative tags:
4539,10,1,"['Acting', 'Cast', 'Cinematography', 'Music', 'Capturing essence of Dune']",['None'],['None'],"['Subpar Acting', 'Subpar Acting', 'Lackluster Cinematography', 'Poor Audio Quality', 'Muddled Themes']"
4540,10,1,"['Sound design', 'Masterpiece']",['None'],['None'],"['Poor Audio Quality', 'None']"
4541,6,0,"['Well acted', 'Beautiful photography', 'Amazing locations']",['Slow-paced'],"['Strong Performances', 'Stunning Visuals', 'Impeccable Production']",['None']
4542,10,1,"['great', 'rewarding', 'enjoyed a lot', 'inspiring']",['None'],"['Engaging Plot', 'Engaging Plot', 'Engaging Plot', 'Thought-Provoking Themes']",['None']
4543,8,1,"['Performances', 'Technical aspects', 'Sound', 'Special effects']","['Unoriginality', 'Not in 3-D']","['Strong Performances', 'Impeccable Production', 'Immersive Sound Design', 'None']","['Weak Plot', 'Weak Plot']"
4544,6,1,"['Spectacular special effects', 'Interesting story with themes of greed, power, betrayal', 'Star-studded cast with excellent acting', 'Potential for a sequel']",['   None'],"['Engaging Plot', 'Thought-Provoking Themes', 'Strong Performances', 'None']",['None']
4545,2,0,['None'],"['Nonsense', 'Confusing plot', 'Wasted time']",['None'],"['Weak Plot', 'Weak Plot', 'Weak Plot']"
4546,1,0,['Special effects'],"['Character development', 'Plot', 'Substance in scenes']",['Stunning Visuals'],"['Weak Plot', 'Muddled Themes', 'Muddled Themes']"
4547,6,0,['   None'],"['Unoriginal content', 'Unimpressive male lead']",['None'],['None']
4548,9,1,"['Nails book adaptation', 'Visuals', 'Excitement for part 2', 'Full story appreciation']",['None'],"['Faithful adaptation', 'Stunning Visuals', 'None', 'Thought-Provoking Themes']",['None']
4549,1,0,['None'],"['Boring', 'Lack of plot']",['None'],['None']
4550,5,0,['None'],"['Boring story', 'Difficulty seeing due to sand and darkness']",['None'],"['Weak Plot', 'Lackluster Cinematography']"
4551,10,1,"['Story', 'Music', ""Hans Zimmer's work"", 'Well-made film']",['   None'],['None'],"['Weak Plot', 'Poor Audio Quality', 'Poor Audio Quality', 'Inadequate Set Design']"
4552,10,1,"['Movie of the Year', 'Technically excellent', 'Immersive', 'Enjoyable']",['Sanitary passports concern'],"['Engaging Plot', 'Impeccable Production', 'Immersive Sound Design', 'Thought-Provoking Themes']",['None']
4553,10,1,"['Acting', 'Music', 'Visuals', 'Magical', 'Dream-like']",['None'],"['Strong Performances', 'Immersive Sound Design', 'Stunning Visuals', 'None', 'None']",['None']
4554,2,0,['None'],"['No storyline', 'Overhyped', 'Weird elements']",['None'],['None']
4555,2,0,['   None'],"['Casting', 'Age portrayal', 'Missing content ', 'Bad acting', 'Bad writing']",['None'],"['Subpar Acting', 'Inadequate Set Design', 'Poor Adaptation', 'Subpar Acting', 'Weak Plot']"
4556,8,1,"['Entertaining', 'Interesting sci-fi film']","['Special effects not overly impressive', 'Not memorable']","['Engaging Plot', 'Engaging Plot']","['None', 'Muddled Themes']"
4557,8,1,"['Cinematography', 'Acting']",['Lacking story detail'],"['Stunning Visuals', 'Strong Performances']",['Weak Plot']
4558,8,1,"['Plot', 'Character development', 'Visual effects', 'Action sequences', 'Score by Hans Zimmer', 'Artistic statement']",['None'],['None'],"['Weak Plot', 'Inadequate Set Design', 'Lackluster Cinematography', 'Muddled Themes', 'Poor Audio Quality', 'Muddled Themes']"
4559,10,1,"['faithful to the book', 'fantastic acting', 'real relationships', 'immersive world']",['None'],"['Faithful adaptation', 'Strong Performances', 'Thought-Provoking Themes', 'Impeccable Production']",['None']
4560,1,0,['   None'],"['Lackluster CGI', 'Not worth the effort', 'Not true to the source material', 'Overpriced theater tickets', 'Lack of substance']",['None'],"['Weak Plot', 'Muddled Themes', 'Poor Adaptation', 'None', 'None']"
4561,9,1,"['exciting', 'well-acted', 'well-paced', 'visual feast', 'sense of wonder']",['Part 1 of series'],"['Engaging Plot', 'Strong Performances', 'Thought-Provoking Themes', 'Stunning Visuals', 'Thought-Provoking Themes']",['None']
4562,10,1,"['Epic', 'Ethereal', 'Set design', 'World building', 'Sound', 'Score', 'Cast']",['None'],['None'],"['Weak Plot', 'Inadequate Set Design', 'Inadequate Set Design', 'Inadequate Set Design', 'Poor Audio Quality', 'Poor Audio Quality', 'Subpar Acting']"
4563,2,0,['   None'],"['One dimensional characters', 'Lack of storytelling', 'Overemphasis on visuals and music']",['None'],"['Weak Plot', 'Muddled Themes', 'Poor Audio Quality']"
4564,5,0,['   None'],"['Sound engineering', 'Hard to understand dialogue', 'Loud music drowning out dialogue', 'Weak narrative', 'Disappointed experience']",['None'],"['Poor Audio Quality', 'Poor Audio Quality', 'Poor Audio Quality', 'Weak Plot', 'Weak Plot']"
4565,6,0,"['CGI', 'Desert scenery', 'Ornithopter']","['Casting choices', 'Plot inconsistencies']","['Stunning Visuals', 'Impeccable Production', 'Impeccable Production']","['Subpar Acting', 'Weak Plot']"
4566,7,0,"['Special effects', 'Acting']","['Plot adaptation', 'Feels like a tech demo']","['Stunning Visuals', 'Strong Performances']","['Weak Plot', 'Muddled Themes']"
4567,2,0,['None'],"['Characters', 'Emotions', 'Dialogue']",['None'],"['Weak Plot', 'Subpar Acting', 'Poor Audio Quality']"
4568,9,1,"['Adaptation', 'Lead character development']",['Lack of time for Leto and Jessica'],['None'],"['Poor Adaptation', 'Weak Plot']"
4569,2,0,['None'],"['Boring', 'Slow', 'No rhythm', 'Not passionate']",['None'],['None']
4570,3,0,['   None'],"['Length', 'Waiting for something to happen', ""Comparison to David Lynch's version""]",['None'],['None']
4571,8,1,"['Visuals', 'Introduction to universe', 'Potential for future movies']",['None'],['None'],"['Lackluster Cinematography', 'Weak Plot', 'Muddled Themes']"
4572,2,0,['   None'],"['Slow pacing', 'Length', 'Abrupt ending', 'Splitting into two parts', 'Feelings of being scammed']",['None'],"['Weak Plot', 'Weak Plot', 'Muddled Themes', 'Weak Plot', 'Weak Plot']"
4573,8,1,"['Engaging', 'Well played ending', 'Looking forward to next installment']",['Slow start'],"['Engaging Plot', 'Thought-Provoking Themes', 'None']",['Weak Plot']
4574,5,0,"['amazing visuals', 'amazing cast']","['confusing plot', 'expects knowledge of books']","['Stunning Visuals', 'Strong Performances']","['Weak Plot', 'Weak Plot']"
4575,2,0,['None'],"['Long', 'Slow', 'Emotionless']",['None'],['None']
4576,10,1,"['Cinematography', 'Acting', 'Score', 'Exceeded expectations', 'Masterpiece']",['None'],"['Stunning Visuals', 'Strong Performances', 'Immersive Sound Design', 'Engaging Plot', 'Thought-Provoking Themes']",['None']
4577,6,0,['None'],"['Poor structure', 'Bad choice of actors', 'Lack of character backstory']",['None'],"['Weak Plot', 'Subpar Acting', 'Weak Plot']"
4578,1,0,['None'],"['Excessive focus on visuals', 'Lack of character development', 'Slow-paced storyline', 'Lack of conflict among characters', 'Predictable and monotonous plot']",['None'],"['Weak Plot', 'Weak Plot', 'Muddled Themes', 'Weak Plot', 'Weak Plot']"
4579,1,0,['   None'],['Boring'],['None'],['None']
4580,1,0,['   None'],"['Slow', 'Boring', 'Hard to follow']",['None'],['None']
4581,1,0,['None'],"['Confusing storyline', 'Abrupt volume changes']",['None'],"['Weak Plot', 'Poor Audio Quality']"
4582,5,0,"['Nice fantasy', 'Harry Potter vibes']",['Not true sci-fi'],"['Engaging Plot', 'Thought-Provoking Themes']",['Muddled Themes']
4583,9,1,"['Amazing cast', 'Best actors', 'Anticipation for part 2', 'Stunning effects and CGI', 'Immersive world']",['None'],"['Strong Performances', 'Strong Performances', 'Faithful adaptation', 'Stunning Visuals', 'Impeccable Production']",['None']
4584,9,1,"['well-acted', 'well-directed', 'worth it', 'potential for series', 'good acting by Josh Brolin']",['unclear at times'],"['Strong Performances', 'Stunning Visuals', 'Thought-Provoking Themes', 'None', 'Strong Performances']",['Weak Plot']
4585,7,1,"['Enjoyable', 'Sequel is enjoyable', '   ']",['None'],"['Engaging Plot', 'Engaging Plot', 'None']",['None']
4586,3,0,['None'],"['Substandard acting', 'Copying script from original', 'Lack of real ending', 'Atrocious remake']",['None'],"['Subpar Acting', 'Poor Adaptation', 'Weak Plot', 'Weak Plot']"
4587,10,1,"['Amazing visuals', 'Amazing acting', 'Rich atmosphere', 'Intriguing world', 'Great music']",['None'],"['Stunning Visuals', 'Strong Performances', 'Impeccable Production', 'Engaging Plot', 'Immersive Sound Design']",['None']
4588,1,0,['None'],['Disappointing'],['None'],['None']
4589,8,1,"['Well-paced', 'Gorgeously composed', 'Fantastic cast', ""Timothée Chalamet's performance"", ""Zendaya's performance"", ""Hans Zimmer's music""]","['Weak script', 'Blatant foreshadowing', 'Over-explaining dialogue']","['Engaging Plot', 'Stunning Visuals', 'Strong Performances', 'Strong Performances', 'Strong Performances', 'Immersive Sound Design']","['Weak Plot', 'Weak Plot', 'Weak Plot']"
4590,8,1,"['Performances', 'Storyline', 'Captivating']","['Slow-paced', ""Lack of Zendaya's involvement""]","['Strong Performances', 'Engaging Plot', 'Thought-Provoking Themes']","['None', 'Subpar Acting']"
4591,6,1,"['Good Acting', 'Realistic Sets', 'Visual Effects', 'Picturisation', 'Background Score']","['Weak Storyline', 'Bloopers in plot']","['Strong Performances', 'Impeccable Production', 'Stunning Visuals', 'Engaging Plot', 'Immersive Sound Design']","['Weak Plot', 'Weak Plot']"
4592,8,1,"['well-cast actors', 'good performances']",['story drags on'],"['Strong Performances', 'Strong Performances']",['Weak Plot']
4593,3,0,['None'],"['Predictable storyline', 'Uninspired costume and set design', 'Incomprehensible dialogue', 'Bizarre pacing', 'Lack of context']",['None'],['None']
4594,1,0,"['visually stunning', 'superb score']","['lack of depth in characters', 'lack of character motivation', 'lead character unlikeable', 'slow pacing of the movie']","['Stunning Visuals', 'Immersive Sound Design']","['Weak Plot', 'Weak Plot', 'None', 'Muddled Themes']"
4595,10,1,"['Visual effects', 'Photography', 'Directing', 'International music', 'Great world and story']",['   None'],"['Stunning Visuals', 'Stunning Visuals', 'Impeccable Production', 'Immersive Sound Design', 'Engaging Plot']","['None', 'None', 'None', 'None', 'None']"
4596,8,1,"['visually stunning', 'reminiscent of original Star Wars', ""Rebecca Ferguson's performance"", 'enjoyable overall']",['None'],"['Stunning Visuals', 'Engaging Plot', 'Strong Performances', 'Engaging Plot']",['None']
4597,7,1,"['Technical execution', 'Special effects', 'Sound design', 'Visuals', 'Emotion-evoking scenes']",['Slow and drawn-out story'],"['Stunning Visuals', 'Impeccable Production', 'Immersive Sound Design', 'Impeccable Production', 'Thought-Provoking Themes']",['Weak Plot']
4598,7,1,"['Cinematography', 'Visual effects', 'Acting by new actors']",['Something missing in storyline'],"['Stunning Visuals', 'Impeccable Production', 'Strong Performances']",['Weak Plot']
4599,1,0,['   None'],['Horrible remake'],['None'],['None']
4600,2,0,['CGI'],"['Cringy script and acting', 'Anticlimactic']",['Stunning Visuals'],"['Weak Plot', 'Muddled Themes']"
4601,9,1,"['Content', 'Soundtrack', 'Acting', 'Visuals']",['Ending (mid-story)'],"['Engaging Plot', 'Immersive Sound Design', 'Strong Performances', 'Stunning Visuals']",['Muddled Themes']
4602,9,1,"['Faithful to source material', 'Excellent costumes, actors, sets', 'Lack of excessive exposition', 'Epic saga told well', 'Masterpiece']",['None'],"['Faithful adaptation', 'Impeccable Production', 'Engaging Plot', 'Thought-Provoking Themes', 'Engaging Plot']",['None']
4603,9,1,"['Cinematic experience', 'Strong human connections', ""Timothée Chalamet's performance"", 'Sound design perfection', 'Visual beauty and attention to detail']","['Disappointment of missing Deakins', 'Not for everyone, engaging experience', 'Minor pacing issues']","['Stunning Visuals', 'Thought-Provoking Themes', 'Strong Performances', 'Immersive Sound Design', 'Impeccable Production']","['Poor Audio Quality', 'Weak Plot', 'Muddled Themes']"
4604,3,0,['   None'],['Boring'],['None'],['None']
4605,6,0,['Top class effects'],['Lack of originality'],['Stunning Visuals'],['Weak Plot']
4606,8,1,"['Unique story', 'Atmosphere of visuals', 'Fantastic soundtrack']",['None'],"['Engaging Plot', 'Stunning Visuals', 'Immersive Sound Design']",['None']
4607,7,1,['Visuals'],['Loud music'],['None'],['Lackluster Cinematography']
4608,9,1,"['Emotional substance', 'Creative special effects', 'Well choreographed fight scenes']",['None'],"['Strong Performances', 'Impeccable Production', 'Thought-Provoking Themes']",['None']
4609,10,1,"['Scope', 'Acting', 'Cinematography', 'Writing', 'Directing', 'Soundtrack', 'Anticipation for Part 2']",['None'],['None'],"['Weak Plot', 'Subpar Acting', 'Lackluster Cinematography', 'None', 'None', 'Poor Audio Quality', 'Muddled Themes']"
4610,1,0,['   None'],"['Pacing', 'Lack of standalone resolution']",['None'],['None']
4611,9,1,"['epic spectacle', 'grandiose and ambitious', 'impressive first chapter', 'potential trilogy', 'memorable like Lord of the Rings']",['None'],"['Stunning Visuals', 'Engaging Plot', 'Thought-Provoking Themes', 'Faithful adaptation', 'Thought-Provoking Themes']",['None']
4612,10,1,"['scenery', 'acting']",['None'],['None'],"['Inadequate Set Design', 'Subpar Acting']"
4613,5,0,['   None'],"['Incomplete adaptation', 'Lack of background explanation']",['None'],"['Poor Adaptation', 'Weak Plot']"
4614,7,0,"['visuals', 'casting']","['too long', 'lacking atmosphere']",['None'],"['Lackluster Cinematography', 'Subpar Acting']"
4615,5,0,['Effects'],"['Acting', 'Story adaptation']",['Impeccable Production'],"['Subpar Acting', 'Weak Plot']"
4616,10,1,"['Faithful to the book', 'Stunning visuals', 'Pacing like the book', 'Great cast']",['None'],"['Faithful adaptation', 'Stunning Visuals', 'Thought-Provoking Themes', 'Strong Performances']",['None']
4617,6,0,"['CGI', 'Lore']","['Poor writing', 'Cliché characters']","['Engaging Plot', 'Thought-Provoking Themes']","['Weak Plot', 'Subpar Acting']"
4618,4,0,['Stunning visuals'],"['Pacing', 'Entertainment value']",['None'],['Lackluster Cinematography']
4619,10,1,"['Faithful to the books', 'Creativity of cast/crew', 'Best movie of its genre ']",['None'],"['Faithful adaptation', 'Strong Performances', 'Engaging Plot']",['None']
4620,6,0,['   None'],"['Pacing', 'Lack of futuristic elements']",['None'],"['Muddled Themes', 'Inadequate Set Design']"
4621,1,0,['   None'],"['Boring', 'Slow', 'Outdated', 'Lack of action', 'Pacing issues']",['None'],"['Weak Plot', 'None', 'Lackluster Cinematography', 'Muddled Themes', 'Weak Plot']"
4622,9,1,"['visuals', 'sound', 'plot', 'adaptation of the book', 'great actors', 'expectations for sequel']",['None'],"['Stunning Visuals', 'Immersive Sound Design', 'Engaging Plot', 'Faithful adaptation', 'Strong Performances', 'None']",['None']
4623,7,0,"['visuals', 'sounds', 'musical score']","['pace', 'lack of character development', 'missing details and background information']","['Stunning Visuals', 'Immersive Sound Design', 'Immersive Sound Design']","['Muddled Themes', 'Weak Plot', 'Weak Plot']"
4624,8,1,"['potential for future series', 'great start for franchise', 'engaging storyline']",['hard to understand'],"['Engaging Plot', 'Engaging Plot', 'Thought-Provoking Themes']",['Weak Plot']
4625,4,0,['Visually stunning'],"['Overhyped', 'Boring action scenes', 'Off pacing', 'Overrated']",['None'],['Lackluster Cinematography']
4626,5,0,"['Visuals', 'Music']","['Boredom', 'Lack of emotional connection', 'Unnecessary scenes', 'Cliché lines', 'Exaggerated Hollywood elements']","['Stunning Visuals', 'Immersive Sound Design']","['Muddled Themes', 'Subpar Acting', 'Weak Plot', 'Weak Plot', 'Inadequate Set Design']"
4627,10,1,"['story', 'acting', 'music', 'sound effects', 'visuals']",['None'],['None'],"['Weak Plot', 'Subpar Acting', 'Poor Audio Quality', 'Poor Audio Quality', 'Lackluster Cinematography']"
4628,1,0,['   None'],"['Confusing plot', 'Incomprehensible dialogue', 'Boring narrative']",['None'],"['Weak Plot', 'Poor Audio Quality', 'Weak Plot']"
